Is Benign(EOI)?,Number of DHT Markers,Number of DQT Markers,Total Number of Markers,Maximum size used in %,Make of file,Model of file,Max Marker Size for DHT(FFC4),Max Marker Size for DQT FFDB,Max Marker Size for APP1(FFE0),Max Marker Size for APP12(FFEF),Max Marker Size for COM(FFFE),Label
0,1,1,7,4.3,0,0,230,134,132,0,0,1
1,1,1,7,6,1,1,0,216,134,216,0,1
1,4,1,10,12.9,0,0,63,134,18,0,0,1
1,10,2,25,2.6,0,0,71,88,18,0,0,1
1,2,1,8,20,0,0,183,134,18,0,0,0
1,9,5,35,7,2,2,420,134,716,0,1358,1
1,1,1,8,11.2,0,0,420,134,18,0,33,0
0,4,2,11,5.7,2,2,183,69,2648,0,0,1
0,1,1,6,9.4,0,0,203,134,0,0,0,1
1,1,1,7,13.3,0,0,153,134,53,0,0,0
1,4,1,10,8.6,0,0,69,134,640,0,0,1
1,2,1,8,7.3,0,0,89,69,18,0,0,0
1,4,2,11,14.7,0,0,183,69,18,0,0,0
1,4,2,13,3.5,0,0,93,69,2931,0,47,1
1,4,2,13,2.1,0,0,183,69,31,0,22,1
1,1,1,19,7.3,0,0,230,153,77,0,0,0
1,4,2,11,11.7,0,0,183,69,18,0,0,0
1,2,2,24,9.4,0,0,321,134,644,0,0,0
1,4,1,10,4.5,0,0,71,134,148,0,0,1
1,4,2,11,14.5,0,0,86,69,18,0,0,0
0,3,3,40,2.9,2,2,420,134,918,0,0,1
1,3,3,129,3.2,0,0,420,134,322,0,0,0
1,5,1,16,83.4,0,0,79,82,18,0,60,0
1,1,1,61,10.8,0,0,420,134,510,0,0,0
1,1,1,7,14.9,0,0,189,134,53,0,0,0
1,4,1,11,6.3,0,0,183,134,18,0,30,0
1,4,2,11,16.9,0,0,183,69,18,0,0,0
1,3,3,32,3.1,0,0,420,134,330,0,0,0
1,4,2,11,11.5,0,0,183,69,18,0,0,0
0,4,2,12,1.1,0,0,183,69,18,0,61,1
1,4,2,11,14.7,0,0,51,69,18,0,0,0
1,1,1,15,7,0,0,191,153,72,0,0,1
0,13,4,427,1.7,0,0,321,134,2382,0,1625,1
1,5,3,19,1,2,2,321,134,1002,0,0,1
1,4,2,11,13.5,0,0,94,69,18,0,0,0
1,1,1,7,10.1,0,0,136,134,53,0,0,0
1,4,1,10,8.1,0,0,84,134,62,0,0,1
0,1,1,52,2.9,0,0,185,134,1457,909,7481,1
0,4,2,12,1.1,0,0,183,69,18,0,61,1
0,4,2,12,1.1,0,0,183,69,18,0,61,1
1,1,1,7,36.5,0,0,89,134,53,0,0,1
1,5,1,16,81.5,0,0,79,82,18,0,60,0
1,2,2,14,13.9,2,2,420,199,0,0,0,0
1,1,1,19,7.2,0,0,243,153,77,0,0,0
1,4,2,11,21.8,0,0,78,69,18,0,0,0
1,4,2,11,18.1,0,0,183,69,18,0,0,0
1,4,2,11,15,0,0,183,69,18,0,0,0
1,4,2,12,2.6,0,0,183,69,7239,0,0,1
1,3,3,30,2.5,0,0,321,153,322,0,0,0
1,4,2,11,10.9,0,0,57,69,18,0,0,0
1,4,1,10,4.2,0,0,60,134,62,0,0,1
1,2,2,22,17,0,0,321,134,762,0,0,0
1,1,1,7,11.2,0,0,203,134,53,0,0,0
1,4,2,15,1.2,0,0,183,69,3007,0,0,1
1,4,2,11,7.2,0,0,81,69,18,0,0,0
1,2,1,8,18.1,0,0,183,134,18,0,0,0
1,4,2,11,16.4,0,0,73,69,18,0,0,0
1,10,2,25,5.1,0,0,60,88,18,0,0,1
1,4,2,11,15.1,0,0,79,69,18,0,0,0
0,4,2,11,13.8,0,0,183,69,18,0,0,1
1,4,2,11,6.8,0,0,60,69,18,0,0,1
1,4,2,11,14.7,0,0,183,69,18,0,0,0
1,1,1,7,3.9,0,0,175,134,53,0,0,0
1,2,2,37,11.6,0,0,420,134,560,0,56,0
1,4,1,10,11.7,0,0,81,134,62,0,0,1
1,4,1,10,3.6,0,0,60,134,368,0,0,1
1,4,2,11,11,0,0,183,69,95,0,0,0
1,4,2,11,10.6,0,0,183,69,18,0,0,0
1,4,2,11,9.9,0,0,183,69,18,0,0,1
1,1,1,25,4,0,0,420,134,476,0,0,0
1,4,2,11,188.7,0,0,68,69,18,0,0,0
1,4,2,12,2.5,0,0,183,69,18,0,61,1
1,4,2,11,15.4,0,0,183,69,18,0,0,0
0,4,2,12,1.1,0,0,183,69,18,0,61,1
1,2,1,8,18.9,0,0,113,134,18,0,0,0
1,5,1,16,87.2,0,0,76,82,18,0,60,0
0,1,1,14,9.7,0,0,264,153,0,0,0,1
1,4,2,13,12.8,0,0,65,69,18,0,3002,1
1,10,2,25,9.3,0,0,87,88,18,0,0,0
1,2,2,12,14.9,2,2,420,199,0,0,0,0
1,3,3,27,1.7,0,0,321,153,0,0,0,1
1,4,2,12,12,0,0,183,69,18,0,61,1
1,4,2,11,9,0,0,55,69,18,0,0,0
0,4,2,11,18.4,2,2,183,69,2348,0,0,1
1,4,1,10,7.1,0,0,77,134,62,0,0,1
0,15,18,449,5.3,0,0,9906,11234,6592,14932,7223,1
0,4,2,12,1,0,0,183,69,18,0,61,1
1,3,3,31,1.8,0,0,420,134,330,0,0,0
1,4,2,11,13.5,0,0,77,69,18,0,0,0
1,2,2,66,2.4,0,0,420,134,602,0,56,0
1,5,1,16,51.6,0,0,81,82,18,0,60,0
1,1,1,6,9.8,0,0,190,134,0,0,0,1
1,1,1,7,6.9,0,0,252,134,53,0,0,0
1,4,2,11,9.6,0,0,183,69,54,0,0,0
1,5,3,23,23.6,0,0,321,134,48,0,2204,0
0,4,2,11,6.5,2,2,183,69,2348,0,0,1
1,4,2,12,6.3,0,0,105,69,18,0,17,0
1,4,2,12,9.2,0,0,183,69,18,0,61,0
1,4,2,11,16.1,0,0,82,69,18,0,0,0
0,5,3,140,2.2,0,0,27180,4529,3684,0,4,1
1,1,1,7,7.9,1,1,0,420,134,216,0,1
1,2,1,8,33.5,0,0,183,134,18,0,0,0
1,4,2,11,25.1,0,0,183,69,42,0,0,1
1,4,2,11,9,0,0,183,69,18,0,0,0
1,1,1,27,14.6,0,0,420,134,0,0,0,1
1,1,1,6,6.4,0,0,180,134,0,0,0,1
1,5,3,21,4.1,2,2,321,134,48,0,16344,0
1,4,1,10,1.9,0,0,52,134,162,0,0,1
1,1,1,19,0.5,0,0,140,153,77,0,0,1
1,4,1,10,9.3,0,0,82,134,368,0,0,1
0,4,2,12,5,0,0,183,69,18,0,61,1
1,3,3,63,4.8,0,0,420,134,330,0,0,0
1,4,2,11,12.7,0,0,183,69,18,0,0,0
1,3,3,27,0.3,0,0,420,134,0,0,0,1
1,11,2,26,5.9,0,0,43,88,176,0,0,1
1,4,2,12,6.7,0,0,108,69,18,0,17,0
1,1,1,6,7.9,0,0,183,134,0,0,0,1
1,12,4,44,1.1,0,0,321,134,334,0,0,1
1,4,2,12,11.3,0,0,183,69,18,0,61,0
1,4,2,11,21.6,0,0,52,69,18,0,0,0
1,3,3,33,4,1,1,0,420,134,0,0,1
1,4,2,12,9.2,0,0,183,69,18,0,61,1
1,4,2,11,18.9,0,0,183,69,18,0,0,1
1,1,1,7,17.8,0,0,188,134,53,0,0,0
1,4,2,11,1.7,0,0,183,69,18,0,0,0
1,4,2,11,21.5,0,0,183,69,18,0,0,0
1,10,2,25,13.6,0,0,42,88,18,0,0,1
1,1,1,6,10,0,0,183,134,0,0,0,1
1,4,2,11,19.8,0,0,183,69,18,0,0,0
0,4,2,12,29.7,0,0,183,69,18,0,61,1
1,2,1,8,19.8,0,0,183,134,18,0,0,0
1,5,1,16,54.4,0,0,82,82,18,0,60,0
1,4,1,11,6.2,0,0,183,134,18,0,30,0
1,3,3,34,2.2,0,0,321,153,418,0,0,0
1,4,2,12,6.2,0,0,108,69,18,0,17,0
1,4,1,11,5,0,0,183,134,18,0,30,0
1,4,2,11,40.8,0,0,62,69,18,0,0,1
1,10,2,25,12.1,0,0,54,88,18,0,0,1
1,4,2,11,18,0,0,84,69,18,0,0,0
0,1,1,7,5.7,0,0,214,134,53,0,0,1
1,4,2,12,3.6,0,0,183,69,18,0,62,1
1,4,2,11,21.1,0,0,86,69,18,0,0,0
1,2,1,8,22.1,0,0,183,134,18,0,0,0
1,4,2,11,45.8,0,0,56,69,18,0,0,1
1,8,4,23,8.9,0,0,183,69,302,0,0,1
1,2,1,8,25.5,0,0,183,134,18,0,0,0
1,4,2,11,9.7,0,0,76,69,18,0,0,0
1,1,1,7,7.1,1,1,0,420,134,216,0,1
1,4,2,11,11.3,0,0,183,69,18,0,0,0
1,4,1,11,6.8,0,0,183,134,18,0,30,0
1,3,3,18,6.6,2,2,420,134,0,0,0,0
0,4,2,12,2.2,0,0,183,69,18,0,62,1
1,4,2,12,7.6,0,0,183,69,18,0,61,0
1,5,3,17,30.5,1,1,0,420,134,5023,0,1
1,4,2,11,5.8,0,0,64,69,18,0,0,1
1,5,3,23,22,0,0,321,134,48,0,2204,0
1,4,2,11,13.1,0,0,53,69,18,0,0,0
1,9,5,35,7,2,2,420,134,716,0,1358,1
1,4,2,11,15.6,0,0,183,69,78,0,0,1
1,2,1,8,22.3,0,0,183,69,18,0,0,0
1,10,2,25,1.1,0,0,32,88,18,0,0,1
1,4,2,11,16.7,0,0,183,69,18,0,0,0
1,2,1,9,26.9,0,0,183,69,18,0,72,0
1,1,1,7,10.7,0,0,197,134,53,0,0,0
1,4,2,11,15.3,0,0,58,69,18,0,0,0
1,4,1,11,4.4,0,0,183,134,18,0,30,0
1,5,1,16,77.3,0,0,75,82,18,0,60,0
1,4,2,12,10.1,0,0,82,69,2931,0,0,0
1,5,1,16,63.8,0,0,78,82,18,0,60,0
1,4,2,11,13.2,0,0,81,69,3200,0,0,1
1,1,1,15,32.3,0,0,205,153,72,0,0,0
1,4,1,10,16.3,0,0,91,134,116,0,0,1
1,4,2,11,15.8,0,0,183,69,18,0,0,0
1,2,2,23,16.2,0,0,321,153,260,0,76,0
1,4,2,11,56.8,0,0,79,69,18,0,0,0
1,4,2,11,21.4,0,0,183,69,18,0,0,0
1,3,3,36,4.6,0,0,420,134,330,0,0,0
1,4,2,11,22.2,0,0,183,69,18,0,0,0
1,3,3,33,3,0,0,420,134,338,0,0,0
1,4,2,10,9.7,0,0,60,69,0,0,0,1
1,1,1,8,12.9,0,0,196,134,2950,0,0,0
0,3,3,43,18.3,0,0,420,134,322,0,0,1
1,4,1,10,5.8,0,0,63,134,62,0,0,1
1,1,1,7,136.3,0,0,120,134,18,0,0,1
1,1,1,6,4.2,0,0,151,134,0,0,0,1
1,4,2,12,6.8,0,0,107,69,18,0,17,0
0,4,2,12,1.9,0,0,183,69,18,0,62,1
1,2,1,8,20.9,0,0,183,134,18,0,0,0
1,6,4,30,0.8,0,0,321,134,1456,0,193,1
1,7,1,18,13.2,0,0,52,153,18,0,0,1
1,4,2,11,7.8,0,0,183,69,18,0,0,0
1,1,1,7,10.8,0,0,179,134,53,0,0,0
1,2,1,9,28.6,0,0,183,69,18,0,72,0
1,3,3,45,9,0,0,321,134,322,0,0,0
1,1,1,6,10.2,0,0,170,134,0,0,0,1
1,2,1,8,23.9,0,0,183,134,18,0,0,0
1,4,2,11,19.6,0,0,66,69,18,0,0,0
1,5,3,17,23.6,1,1,0,420,134,5023,0,1
1,5,1,16,90.9,0,0,73,82,18,0,60,0
1,4,2,12,20,0,0,99,69,18,0,52,0
1,4,1,10,8.6,0,0,74,134,62,0,0,1
1,4,2,11,11.1,0,0,183,69,18,0,0,1
1,4,2,11,16.3,0,0,183,69,18,0,0,0
1,10,2,25,12.6,0,0,62,88,18,0,0,1
0,3,3,41,5.8,2,2,420,134,894,0,0,1
1,4,2,12,12.9,2,2,183,69,1054,0,0,0
1,3,3,24,0.9,0,0,420,134,0,0,0,1
1,4,2,11,9.1,0,0,88,69,18,0,0,0
1,1,1,6,7,0,0,210,134,0,0,0,1
1,1,1,7,15.9,0,0,201,134,53,0,0,0
1,4,2,11,3.6,0,0,54,69,18,0,0,1
1,4,2,11,5.3,0,0,79,69,18,0,0,1
1,4,2,11,8.7,0,0,75,69,18,0,0,0
1,4,1,11,6.6,0,0,183,134,18,0,30,0
1,3,3,40,2.3,1,1,0,420,134,470,0,1
1,4,2,10,23.7,0,0,68,69,0,0,0,1
1,4,2,12,7.1,0,0,108,69,18,0,17,0
1,4,1,10,6.8,0,0,69,134,62,0,0,1
1,2,2,35,34.1,0,0,321,134,64,0,57,0
0,1,1,19,13.6,0,0,189,153,77,0,0,1
1,4,2,11,12.6,0,0,183,69,18,0,0,0
1,10,2,25,11.9,0,0,72,88,18,0,0,1
1,4,1,11,3.9,0,0,183,134,18,0,30,0
1,3,3,27,0.5,0,0,420,134,0,0,0,1
1,4,1,10,2.2,0,0,58,134,62,0,0,1
1,4,2,11,16.4,0,0,88,69,18,0,0,0
1,10,2,26,31.4,0,0,54,88,18,0,61,1
1,1,1,19,3.4,0,0,271,153,77,0,0,0
1,4,2,12,17,0,0,183,69,18,0,61,1
0,4,2,11,9.6,0,0,183,69,18,0,0,1
0,4,2,12,6.1,0,0,183,69,18,0,61,1
1,10,2,25,9.8,0,0,42,88,18,0,0,1
1,4,2,11,13.8,0,0,84,69,18,0,0,0
1,2,2,43,5.5,0,0,420,134,560,0,56,0
1,2,2,20,6,0,0,321,134,646,0,0,0
1,1,1,19,17.2,0,0,252,153,77,0,0,1
1,3,3,32,2,0,0,420,134,322,0,0,0
1,4,2,11,13,0,0,183,69,18,0,0,0
1,4,1,11,3.3,0,0,183,134,18,0,30,0
1,4,2,11,13.2,0,0,73,69,18,0,0,0
0,21,20,384,13.1,2,2,183,129,10884,192,517,1
1,2,1,8,23.5,0,0,183,69,18,0,0,0
0,4,2,11,23.8,0,0,183,69,18,0,0,1
1,4,2,11,13.8,2,2,70,69,270,0,0,1
1,10,2,25,8.2,0,0,71,88,18,0,0,1
1,4,1,10,1.5,0,0,183,134,18,0,0,0
1,1,1,19,9.6,0,0,232,153,77,0,0,0
1,4,2,11,10.9,0,0,183,69,18,0,0,0
1,4,2,11,13.3,0,0,183,69,18,0,0,0
1,2,2,32,9.1,0,0,420,134,428,0,0,0
0,4,2,12,13.9,0,0,183,69,18,0,61,1
1,3,3,33,2.3,0,0,420,134,322,0,0,0
1,4,1,11,5.4,0,0,183,134,18,0,30,0
0,5,2,60,22.4,0,0,183,69,18,0,0,1
1,5,3,24,21.9,0,0,321,134,48,0,190,0
1,2,1,9,14.9,0,0,183,69,18,0,72,0
1,2,2,12,6.8,2,2,420,134,0,0,0,0
1,2,2,27,13.6,0,0,321,134,560,0,0,0
1,4,2,12,7.3,0,0,183,69,18,0,61,0
1,2,2,41,61.8,0,0,321,134,64,0,57,0
0,4,2,12,1.1,0,0,183,69,18,0,61,1
1,1,1,7,5,0,0,282,134,53,0,0,0
1,2,1,8,23.6,0,0,183,134,18,0,0,0
1,1,1,7,5.9,0,0,209,134,0,0,62,1
0,4,2,12,3.4,0,0,183,69,18,0,62,1
1,4,1,11,7.1,0,0,183,134,18,0,30,0
1,12,4,44,4.4,2,2,321,134,1114,0,0,1
1,2,2,29,8.2,0,0,420,134,64,0,0,1
1,4,2,11,14,0,0,183,69,18,0,0,0
1,10,2,25,9.1,0,0,66,88,18,0,0,1
1,3,3,37,7,0,0,321,134,710,0,0,0
1,4,2,11,9.6,0,0,89,69,18,0,0,1
0,4,2,11,3.4,0,0,183,69,18,0,0,1
1,2,1,8,19.9,0,0,183,134,18,0,0,0
1,4,2,12,16.6,0,0,183,69,18,0,61,1
1,4,1,11,5.5,0,0,183,134,18,0,30,0
1,2,1,8,18.9,0,0,183,134,18,0,0,0
1,10,2,26,3.9,0,0,69,88,18,0,62,1
0,16,5,672,1.6,0,0,3240,5252,5404,2106,3254,1
1,4,2,12,16.6,0,0,183,69,18,0,61,1
0,4,2,11,28.4,0,0,183,69,18,0,0,1
1,1,1,7,10.3,0,0,174,134,53,0,0,0
1,4,2,12,75.8,0,0,105,69,18,0,52,0
1,5,3,21,12.9,2,2,321,134,990,0,0,1
1,10,2,25,3.2,0,0,42,88,18,0,0,1
1,4,2,12,7,0,0,108,69,18,0,17,0
1,4,2,11,18.8,0,0,183,69,18,0,0,0
1,4,2,11,32.8,0,0,183,69,18,0,0,0
1,3,3,44,9.1,0,0,420,134,322,0,4726,0
1,10,2,26,11.8,0,0,56,88,18,0,17,1
1,4,2,11,15.7,0,0,72,69,18,0,0,1
1,1,1,19,4,0,0,255,153,77,0,0,1
1,1,1,9,11.9,0,0,420,134,18,0,33,0
1,4,2,11,14.1,0,0,72,69,18,0,0,0
1,3,3,40,4.8,2,2,420,134,778,0,0,0
1,4,2,11,2.9,0,0,48,69,18,0,0,1
1,4,1,10,7.8,0,0,91,134,62,0,0,1
0,3,3,40,3.1,2,2,420,134,918,0,0,1
1,3,3,85,7.1,0,0,420,134,322,0,0,0
1,4,2,11,16.1,0,0,88,69,0,0,5,1
1,2,1,8,24.9,0,0,183,134,18,0,0,0
1,4,2,11,2.8,0,0,46,69,18,0,0,1
1,3,3,33,3.1,0,0,420,134,322,0,0,0
1,10,2,25,2.9,0,0,76,88,18,0,0,1
0,3,3,39,5.7,0,0,420,134,322,0,0,1
1,3,3,33,3.9,0,0,420,134,330,0,0,0
0,4,2,11,16,0,0,183,69,116,0,0,1
1,4,2,12,6.2,0,0,109,69,18,0,17,0
0,4,2,12,12.4,0,0,183,69,18,0,61,1
1,4,1,11,5.5,0,0,183,134,18,0,30,0
1,4,1,10,21.9,0,0,96,134,146,0,0,1
1,4,2,11,32.2,0,0,61,69,18,0,0,0
1,4,1,10,7.7,0,0,68,134,62,0,0,1
1,10,2,25,4.9,0,0,74,88,18,0,0,1
1,4,2,11,16.1,0,0,183,69,18,0,0,0
1,1,1,7,6.3,0,0,203,134,53,0,0,0
1,4,1,11,5.4,0,0,183,134,18,0,30,0
1,4,1,10,1.5,0,0,183,134,18,0,0,0
1,2,2,22,16.5,0,0,420,134,744,0,0,0
1,3,3,37,4.8,0,0,420,134,330,0,0,0
1,10,2,25,9.5,0,0,45,88,18,0,0,1
1,1,1,8,6.5,0,0,420,134,18,0,14,0
1,5,1,16,79.3,0,0,83,82,18,0,60,0
1,5,1,16,82.4,0,0,80,82,18,0,60,0
1,4,2,11,12.4,0,0,183,69,18,0,0,0
1,4,2,11,8.3,0,0,183,69,18,0,0,0
1,4,2,11,10.8,0,0,183,69,18,0,0,0
1,4,2,11,18.8,0,0,183,69,18,0,0,0
1,4,2,11,5.7,0,0,183,69,18,0,0,0
1,4,2,11,11.1,0,0,183,69,18,0,0,0
1,1,1,19,5.9,1,1,0,303,153,240,0,1
1,4,2,11,12.6,1,1,0,183,69,181,0,1
1,4,1,11,4.9,0,0,183,134,18,0,30,0
0,3,3,38,4.9,2,2,420,134,894,0,0,1
1,4,2,11,21.3,0,0,83,69,18,0,0,0
1,4,2,12,10.1,0,0,70,69,18,0,84,1
1,10,2,25,16.9,0,0,88,88,18,0,0,1
1,4,2,11,11.4,0,0,183,69,18,0,0,0
1,2,2,29,4.6,0,0,420,134,64,0,0,1
1,4,2,11,6.8,2,2,183,69,1282,0,0,1
1,5,3,22,4,0,0,321,134,18,0,1259,0
1,4,2,11,13.9,0,0,183,69,18,0,0,0
1,5,3,20,5.4,0,0,321,134,560,0,0,0
1,4,2,13,2.3,0,0,183,69,31,0,22,1
1,1,1,7,49,0,0,321,134,53,0,0,0
1,2,1,8,22.7,0,0,183,134,18,0,0,0
1,4,2,12,16.7,0,0,183,69,18,0,61,1
0,12,6,72,2.6,0,0,321,2126,8810,10017,4159,1
1,5,1,16,65.1,0,0,76,82,18,0,60,0
1,4,1,11,3.5,0,0,183,134,18,0,30,0
1,4,2,11,19.2,0,0,66,69,18,0,0,0
0,12,4,84,2,0,0,321,134,2382,0,0,1
1,1,1,7,7.5,0,0,129,134,53,0,0,0
1,4,2,11,8.5,2,2,183,69,1960,0,0,0
1,2,2,30,26.3,0,0,321,134,696,0,0,0
1,1,1,7,8.6,0,0,217,134,53,0,0,1
1,2,2,30,16.2,0,0,321,134,688,0,0,0
1,1,1,9,3.5,0,0,420,134,18,0,260,0
1,4,2,11,11.2,0,0,183,69,18,0,0,0
1,9,5,35,7,2,2,420,134,716,0,1382,1
1,2,2,23,9.9,0,0,420,134,396,0,57,0
1,4,2,11,3.9,0,0,183,69,18,0,0,1
1,4,2,13,2.2,0,0,183,69,31,0,22,1
1,4,2,11,5.1,0,0,183,69,18,0,0,1
1,4,1,11,15.2,0,0,73,134,2975,0,0,1
1,4,2,11,16.5,0,0,76,69,18,0,0,0
1,4,2,11,13.2,0,0,183,69,18,0,0,0
1,4,2,12,24.9,0,0,183,69,18,0,61,1
1,2,2,29,16.1,0,0,420,134,428,0,0,0
0,4,2,12,17.1,0,0,183,69,18,0,61,1
0,3,3,36,7.1,0,0,420,134,330,0,0,1
1,3,3,35,5.7,2,2,321,134,1694,0,0,0
1,4,1,11,6.7,0,0,183,134,18,0,30,0
0,3,3,32,7.6,2,2,420,134,842,0,0,1
1,2,2,35,7.9,0,0,420,134,428,0,0,0
1,4,2,11,28.1,0,0,81,69,18,0,0,0
1,4,2,11,10.9,0,0,183,69,18,0,0,0
0,4,2,11,10.9,0,0,91,69,18,0,0,1
0,1,1,6,8.5,0,0,191,134,0,0,0,1
1,4,1,10,10.4,0,0,60,134,62,0,0,1
1,1,1,7,9.3,0,0,160,134,0,0,63,1
1,4,2,11,14.3,0,0,87,69,18,0,0,0
1,3,3,88,30.5,2,2,321,134,1734,0,0,0
1,2,1,9,50.9,0,0,88,69,18,0,56,0
1,4,1,11,7.1,0,0,183,134,18,0,30,0
0,1,1,19,12.4,0,0,225,153,77,0,0,1
1,4,1,10,3,0,0,59,134,62,0,0,1
1,1,1,7,10.9,0,0,172,134,53,0,0,0
1,4,2,11,5.7,0,0,183,69,18,0,0,0
1,5,1,16,50.4,0,0,77,82,18,0,60,0
1,1,1,8,14,0,0,153,134,2950,0,0,0
1,1,1,13,24.7,0,0,321,134,34,0,0,0
1,4,2,11,18.1,0,0,52,69,18,0,0,0
1,2,1,8,32.8,0,0,183,134,18,0,0,0
1,1,1,7,21.1,1,1,0,179,134,216,0,1
1,4,2,12,11,0,0,183,69,18,0,62,1
1,12,4,50,0.6,2,2,198,134,1030,0,0,1
1,8,4,22,23.9,2,2,183,69,5082,0,0,1
1,4,1,10,22.7,0,0,77,134,62,0,0,1
1,2,1,9,51.3,0,0,85,69,18,0,56,0
1,4,2,12,7.2,0,0,60,69,18,0,61,1
1,2,1,8,36.8,0,0,88,69,18,0,0,0
1,4,2,11,12.8,0,0,183,69,18,0,0,0
1,4,2,11,13.4,0,0,183,69,18,0,0,0
1,2,1,8,53.7,0,0,183,69,18,0,0,0
1,1,1,7,11,0,0,151,134,53,0,0,0
1,4,1,11,6.4,0,0,183,134,18,0,30,0
1,4,2,11,5.8,0,0,183,69,18,0,0,0
1,4,1,11,5.2,0,0,183,134,18,0,30,0
1,4,2,11,9.7,0,0,183,69,18,0,0,0
1,4,1,11,9.4,0,0,183,134,18,0,30,0
1,10,2,26,10.1,0,0,68,88,18,0,61,1
1,11,3,39,1.1,2,2,420,134,2159,140,0,1
1,4,2,11,8.5,0,0,183,69,68,0,0,1
1,4,2,11,8.3,0,0,183,69,18,0,0,1
1,4,1,10,11,0,0,58,134,18,0,0,1
1,4,2,11,10.5,0,0,84,69,18,0,0,0
1,4,2,11,9.2,0,0,183,69,18,0,0,0
0,4,2,12,1.1,0,0,183,69,18,0,61,1
1,4,2,11,9.3,0,0,183,69,18,0,0,0
1,4,2,11,12.3,0,0,75,69,18,0,0,0
0,1,1,12,12.4,0,0,204,153,72,0,0,1
1,4,2,12,16.3,0,0,183,69,18,0,72,0
1,1,1,8,10.9,0,0,185,134,2950,0,0,0
0,3,3,41,3.9,0,0,420,134,438,0,0,1
1,4,2,11,4.8,0,0,183,69,18,0,0,0
1,4,2,11,48.2,0,0,76,69,18,0,0,1
1,4,2,11,17.3,0,0,183,69,18,0,0,0
1,1,1,9,12.4,0,0,420,134,18,0,33,0
1,4,2,11,10.6,0,0,73,69,18,0,0,0
0,1,1,12,10.4,0,0,229,153,72,0,0,1
1,4,2,12,6,0,0,57,69,18,0,61,1
1,3,3,37,7.5,0,0,321,134,710,0,0,0
1,2,1,8,22.2,0,0,183,134,18,0,0,0
1,4,2,11,22.3,0,0,183,69,18,0,0,1
1,3,3,48,4.7,0,0,321,134,330,0,0,0
1,4,2,11,10.3,0,0,79,69,18,0,0,0
1,4,2,11,10,0,0,79,69,18,0,0,0
1,4,1,10,5.5,0,0,74,134,62,0,0,1
1,2,2,33,11.3,0,0,321,134,560,0,0,0
1,3,3,61,2.4,0,0,420,134,330,0,0,0
1,4,2,11,24.1,0,0,78,69,18,0,0,0
1,1,1,7,4.4,0,0,174,134,53,0,0,0
1,4,2,12,10.8,0,0,183,69,18,0,61,1
1,4,2,12,12.2,1,1,0,183,69,181,0,1
1,4,2,12,8.9,0,0,183,69,18,0,74,0
1,11,2,26,5.9,0,0,42,88,176,0,0,1
0,4,2,12,1.1,0,0,183,69,18,0,61,1
1,4,2,11,4.6,0,0,75,69,18,0,0,0
1,4,2,11,8.7,0,0,83,69,18,0,0,0
1,4,2,11,14.6,1,1,0,183,69,181,0,1
1,4,2,11,15.6,0,0,70,69,18,0,0,0
0,4,2,12,5.2,0,0,183,69,18,0,62,1
1,4,2,11,11.1,0,0,183,69,18,0,0,0
1,4,1,10,5,0,0,77,134,62,0,0,1
1,4,2,11,18.3,0,0,78,69,18,0,0,0
1,4,1,10,6.2,0,0,84,134,62,0,0,1
1,4,1,10,7.3,0,0,71,134,368,0,0,1
1,3,3,38,4.6,1,1,0,420,134,0,0,1
1,10,2,24,19.5,0,0,66,88,686,0,0,1
0,4,2,12,10,0,0,183,69,18,0,61,1
1,4,2,11,14.1,0,0,88,69,18,0,0,0
1,4,2,11,3.5,0,0,75,69,18,0,0,0
1,4,2,12,2.2,0,0,183,69,18,0,62,1
1,4,2,11,11,0,0,183,69,18,0,0,0
0,14,11,1266,1.5,0,0,7724,535,136113,3829,16146,1
1,1,1,18,3,0,0,266,153,0,0,0,1
1,4,1,11,9.4,0,0,183,134,18,0,30,0
0,4,2,12,1,0,0,183,69,18,0,61,1
1,4,2,11,11.6,0,0,183,69,18,0,0,0
1,4,1,11,9.4,0,0,183,134,18,0,30,0
1,1,1,15,11.8,0,0,225,153,72,0,0,0
1,4,2,11,7.2,0,0,183,69,18,0,0,1
1,2,2,20,7.4,0,0,321,134,560,0,0,0
0,1,1,15,9.8,0,0,249,153,72,0,0,1
0,4,2,12,1.1,0,0,183,69,18,0,61,1
1,1,1,7,0.5,0,0,120,134,53,0,0,1
0,4,2,12,11.3,0,0,183,69,18,0,61,1
1,3,3,30,6.8,0,0,321,153,322,0,0,0
1,4,2,12,6.7,0,0,183,69,18,0,61,1
1,2,1,8,39.5,0,0,183,134,18,0,0,0
1,4,2,12,16.1,0,0,183,69,18,0,61,1
1,4,1,11,9.6,0,0,183,134,18,0,30,0
1,4,2,11,5,0,0,183,69,18,0,0,1
1,4,2,11,16.3,0,0,183,69,18,0,0,0
1,4,2,11,8.7,0,0,183,69,54,0,0,1
1,4,1,10,16.4,0,0,74,134,62,0,0,1
1,2,2,56,20.4,0,0,420,134,396,0,57,0
1,2,2,16,3.1,0,0,321,134,822,0,0,1
1,4,2,12,24,0,0,88,69,18,0,61,1
1,1,1,7,7.6,0,0,177,134,53,0,0,0
1,1,1,19,10.1,0,0,324,153,77,0,0,0
1,4,2,11,14.9,0,0,183,69,18,0,0,0
1,4,2,11,12.1,0,0,80,69,18,0,0,0
1,4,2,12,84.6,0,0,51,69,18,0,40,0
1,4,2,11,11.9,0,0,183,69,18,0,0,0
